SKU,Name,Description,Available_On,Discontinue_On,master_price,shipping_category,meta_title,meta_description,old_product_id,old_product_url,products_stores,product_properties,taxons,images,variants,variant_sku,variant_price,variant_weight
NF-8060/NAT/E,Grapefruit Flavor Emulsion for High Heat Applications,<p>Grapefruit Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Grapefruit Flavor Emulsion,Grapefruit Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Grapefruit Flavor Emulsion for High Heat Applications online today.,62289,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62289-grapefruit-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83|PRODUCTS:-1>Extracts & Flavorings:9>TTB Approved Flavors:65,migration/images/products/grapefruit-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-8060/NAT/E-8oz|NF-8060/NAT/E-32oz|NF-8060/NAT/E-1gal|NF-8060/NAT/E-5gal|NF-8060/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
NF-8066/NAT/E,Lavender Flavor Emulsion for High Heat Applications,<p>Lavender Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Lavender Flavor Emulsion,Lavender Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Lavender Flavor Emulsion for High Heat Applications online today.,62300,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62300-lavender-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83,migration/images/products/lavender-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-8066/NAT/E-8oz|NF-8066/NAT/E-32oz|NF-8066/NAT/E-1gal|NF-8066/NAT/E-5gal|NF-8066/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
NF-8067/NAT/E,Lemon Flavor Emulsion for High Heat Applications,<p>Lemon Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Lemon Flavor Emulsion,Lemon Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Lemon Flavor Emulsion for High Heat Applications online today.,62301,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62301-lemon-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83,migration/images/products/lemon-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-8067/NAT/E-8oz|NF-8067/NAT/E-32oz|NF-8067/NAT/E-1gal|NF-8067/NAT/E-5gal|NF-8067/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
NF-8068/NAT/E,Lemon Meringue Flavor Emulsion for High Heat Applications,<p>Lemon Meringue Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Lemon Meringue Flavor Emulsion,Lemon Meringue Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Lemon Meringue Flavor Emulsion for High Heat Applications online today.,62302,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62302-lemon-meringue-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83,migration/images/products/lemon-meringue-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-8068/NAT/E-8oz|NF-8068/NAT/E-32oz|NF-8068/NAT/E-1gal|NF-8068/NAT/E-5gal|NF-8068/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
NF-7064/NAT/E,Lemonade Flavor Emulsion for High Heat Applications,<p>Lemonade Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Lemonade Flavor Emulsion,Lemonade Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Lemonade Flavor Emulsion for High Heat Applications online today.,62303,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62303-lemonade-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83,migration/images/products/lemonade-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-7064/NAT/E-8oz|NF-7064/NAT/E-32oz|NF-7064/NAT/E-1gal|NF-7064/NAT/E-5gal|NF-7064/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
NF-6601/NAT/E,Licorice Flavor Emulsion for High Heat Applications,<p>Licorice Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Licorice Flavor Emulsion,Licorice Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Licorice Flavor Emulsion for High Heat Applications online today.,62304,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62304-licorice-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83,migration/images/products/licorice-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-6601/NAT/E-8oz|NF-6601/NAT/E-32oz|NF-6601/NAT/E-1gal|NF-6601/NAT/E-5gal|NF-6601/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
NF-8069/NAT/E,Lime Flavor Emulsion for High Heat Applications,<p>Lime Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Lime Flavor Emulsion,Lime Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Lime Flavor Emulsion for High Heat Applications online today.,62305,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62305-lime-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83,migration/images/products/lime-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-8069/NAT/E-8oz|NF-8069/NAT/E-32oz|NF-8069/NAT/E-1gal|NF-8069/NAT/E-5gal|NF-8069/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
NF-8070/NAT/E,Lychee Flavor Emulsion for High Heat Applications,<p>Lychee Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Lychee Flavor Emulsion,Lychee Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Lychee Flavor Emulsion for High Heat Applications online today.,62306,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62306-lychee-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83,migration/images/products/lychee-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-8070/NAT/E-8oz|NF-8070/NAT/E-32oz|NF-8070/NAT/E-1gal|NF-8070/NAT/E-5gal|NF-8070/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
NF-8071/NAT/E,Macadamia Nut Flavor Emulsion for High Heat Applications,<p>Macadamia Nut Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Macadamia Nut Flavor Emulsion,Macadamia Nut Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Macadamia Nut Flavor Emulsion for High Heat Applications online today.,62307,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62307-macadamia-nut-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83,migration/images/products/macadamia-nut-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-8071/NAT/E-8oz|NF-8071/NAT/E-32oz|NF-8071/NAT/E-1gal|NF-8071/NAT/E-5gal|NF-8071/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
NF-6527/NAT/E,Mandarin Orange Flavor Emulsion for High Heat Applications,<p>Mandarin Orange Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Mandarin Orange Flavor Emulsion,Mandarin Orange Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Mandarin Orange Flavor Emulsion for High Heat Applications online today.,62308,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62308-mandarin-orange-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83,migration/images/products/mandarin-orange-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-6527/NAT/E-8oz|NF-6527/NAT/E-32oz|NF-6527/NAT/E-1gal|NF-6527/NAT/E-5gal|NF-6527/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
NF-6250/NAT/E,Mango Flavor Emulsion for High Heat Applications,<p>Mango Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Mango Flavor Emulsion,Mango Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Mango Flavor Emulsion for High Heat Applications online today.,62309,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62309-mango-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83,migration/images/products/mango-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-6250/NAT/E-8oz|NF-6250/NAT/E-32oz|NF-6250/NAT/E-1gal|NF-6250/NAT/E-5gal|NF-6250/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
NF-6506/NAT/E,Maple Flavor Emulsion for High Heat Applications,<p>Maple Flavor Emulsion for High Heat Applications</p>,01/06/2022,,26.45,Default,Maple Flavor Emulsion,Maple Flavor Emulsion for High Heat Applications  Natures Flavors  The finest organic and Natural ingredients. Buy Maple Flavor Emulsion for High Heat Applications online today.,62310,http://www.naturesflavors.com/natural-flavor-emulsions-heat-stable/62310-maple-flavor-emulsion.html,Nature's Flavors,"Ingredient Statement:Natural Emulsions Contain Water, Gum Acacia, Natural Flavors, and Citric Acid",PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Natural Flavor Emulsions (Heat Stable):84|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Emulsions:273>Organic Flavor Emulsions (Heat Stable):83,migration/images/products/maple-flavor-emulsion.jpg,"Choose your option:8 oz.,32 oz.,1 gal.,5 gal.,2 oz.",NF-6506/NAT/E-8oz|NF-6506/NAT/E-32oz|NF-6506/NAT/E-1gal|NF-6506/NAT/E-5gal|NF-6506/NAT/E-2oz,26.45|52.90|158.70|760.44|15.80,2.00|3.00|10.00|60.00|0.38
