SKU,Name,Description,Available_On,Discontinue_On,master_price,shipping_category,meta_title,meta_description,old_product_id,old_product_url,products_stores,product_properties,taxons,images,variants,variant_sku,variant_price,variant_weight
NF-6700/NAT/L,Kiwi Flavor Oil for Lip Balm,,01/06/2022,,145.48,Default,Kiwi Flavor Oil for Lip Balm,Kiwi Flavor Oil for Lip Balm. The finest organic and natural ingredients. Flavor the way nature intended!,102307,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102307-kiwi-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/kiwi-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-6700/NAT/L-32oz|NF-6700/NAT/L-8oz|NF-6700/NAT/L-1gal|NF-6700/NAT/L-5gal|NF-6700/NAT/L-2oz,145.48|56.60|370.30|1838.28|29.10,3.00|2.00|10.00|50.00|0.38
NF-4978/NAT/L,Lavender Flavor Oil for Lip Balm,,01/06/2022,,37.82,Default,Lavender Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Lavender Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102317,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102317-lavender-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/lavender-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-4978/NAT/L-32oz|NF-4978/NAT/L-8oz|NF-4978/NAT/L-1gal|NF-4978/NAT/L-5gal|NF-4978/NAT/L-2oz,37.82|26.18|130.93|654.56|17.38,3.00|2.00|10.00|50.00|0.38
NF-2817/NAT/L,Lemon Flavor Oil for Lip Balm,,01/06/2022,,112.41,Default,Lemon Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Lemon Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102327,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102327-lemon-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/lemon-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-2817/NAT/L-32oz|NF-2817/NAT/L-8oz|NF-2817/NAT/L-1gal|NF-2817/NAT/L-5gal|NF-2817/NAT/L-2oz,112.41|39.68|409.98|2036.65|17.38,3.00|2.00|10.00|50.00|0.38
NF-3502/NAT/L,Lemonade Flavor Oil for Lip Balm,,01/06/2022,,162.67,Default,Lemonade Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Lemonade Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102337,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102337-lemonade-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/lemonade-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-3502/NAT/L-32oz|NF-3502/NAT/L-8oz|NF-3502/NAT/L-1gal|NF-3502/NAT/L-5gal|NF-3502/NAT/L-2oz,162.67|112.41|562.06|2810.31|17.38,3.00|2.00|10.00|50.00|0.38
NF-3762,Licorice Flavor Oil for Lip Balm,,01/06/2022,,37.82,Default,Licorice Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Licorice Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102347,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102347-licorice-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/licorice-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-3762-32oz|NF-3762-8oz|NF-3762-1gal|NF-3762-5gal|NF-3762-2oz,37.82|26.19|130.93|654.56|17.38,3.00|2.00|10.00|50.00|0.38
NF-3505/NAT/L,Lime Flavor Oil for Lip Balm,,01/06/2022,,145.48,Default,Lime Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Lime Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102357,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102357-lime-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/lime-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-3505/NAT/L-32oz|NF-3505/NAT/L-8oz|NF-3505/NAT/L-1gal|NF-3505/NAT/L-5gal|NF-3505/NAT/L-2oz,145.48|56.60|370.30|1838.28|29.10,3.00|2.00|10.00|50.00|0.38
NF-3426,Macadamia Nut Flavor Oil for Lip Balm,,01/06/2022,,37.82,Default,Macadamia Nut Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Macadamia Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102367,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102367-macadamia-nut-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/macadamia-nut-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-3426-32oz|NF-3426-8oz|NF-3426-1gal|NF-3426-5gal|NF-3426-2oz,37.82|26.18|130.93|654.56|17.38,3.00|2.00|10.00|50.00|0.38
NF-2321,Macadamia Praline Flavor Oil for Lip Balm,,01/06/2022,,37.82,Default,Macadamia Praline Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Macadamia Praline Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102377,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102377-macadamia-praline-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/macadamia-praline-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-2321-32oz|NF-2321-8oz|NF-2321-1gal|NF-2321-5gal|NF-2321-2oz,37.82|26.19|130.93|654.56|17.38,3.00|2.00|10.00|50.00|0.38
NF-3528,Malt Flavor Oil for Lip Balm,,01/06/2022,,37.82,Default,Malt Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Malt Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102387,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102387-malt-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/malt-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-3528-32oz|NF-3528-8oz|NF-3528-1gal|NF-3528-5gal|NF-3528-2oz,37.82|26.19|130.93|654.56|17.38,3.00|2.00|10.00|50.00|0.38
NF-6055/NAT,Mandarin Orange Flavor Oil for Lip Balm,,01/06/2022,,37.82,Default,Mandarin Orange Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Mandarin Orange Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102397,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102397-mandarin-orange-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/mandarin-orange-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-6055/NAT-32oz|NF-6055/NAT-8oz|NF-6055/NAT-1gal|NF-6055/NAT-5gal|NF-6055/NAT-2oz,37.82|26.19|130.93|654.56|17.38,3.00|2.00|10.00|50.00|0.38
NF-2560/NAT/L,Mango Flavor Oil for Lip Balm,,01/06/2022,,89.93,Default,Mango Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Mango Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102407,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102407-mango-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/mango-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-2560/NAT/L-32oz|NF-2560/NAT/L-8oz|NF-2560/NAT/L-1gal|NF-2560/NAT/L-5gal|NF-2560/NAT/L-2oz,89.93|62.16|310.79|1553.94|17.38,3.00|2.00|10.00|50.00|0.38
NF-3481/NAT/L,Maple Flavor Oil for Lip Balm,,01/06/2022,,37.82,Default,Maple Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Maple Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102417,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102417-maple-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/maple-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-3481/NAT/L-32oz|NF-3481/NAT/L-8oz|NF-3481/NAT/L-1gal|NF-3481/NAT/L-5gal|NF-3481/NAT/L-2oz,37.82|26.19|130.93|654.56|17.38,3.00|2.00|10.00|50.00|0.38
NF-3646/NAT/O/L,Maraschino Cherry Flavor Oil for Lip Balm,,01/06/2022,,37.82,Default,Maraschino Cherry Flavor Oil for Lip Balm,Savor the flavor nature intended. Our Maraschino Cherry Flavor Oil for Lip Balm is made to order with only the finest natural ingredients. Buy today!,102427,http://www.naturesflavors.com/natural-flavor-oil-for-lip-balm/102427-maraschino-cherry-flavor-oil-for-lip-balm.html,Nature's Flavors,Ingredient Statement:Natural Flavor Oils Contain Sunflower Oil and Natural Flavors,PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Natural Flavor Oil for Lip Balm:90|PRODUCTS:-1>Extracts & Flavorings:9>Flavoring for Lip Balm:286>Organic Flavor Oil for Lip Balm:72|PRODUCTS:-1>Extracts & Flavorings:9>Flavor Oils:275>Organic Flavor Oil:71,migration/images/products/maraschino-cherry-flavor-oil-for-lip-balm.jpg,"Choose your option:32 oz.,8 oz.,1 gal.,5 gal.,2 oz.",NF-3646/NAT/O/L-32oz|NF-3646/NAT/O/L-8oz|NF-3646/NAT/O/L-1gal|NF-3646/NAT/O/L-5gal|NF-3646/NAT/O/L-2oz,37.82|26.19|130.93|654.56|17.38,3.00|2.00|10.00|50.00|0.38
