SKU,Name,Description,Available_On,Discontinue_On,master_price,shipping_category,meta_title,meta_description,old_product_id,old_product_url,products_stores,product_properties,taxons,images,variants,variant_sku,variant_price,variant_weight
NF-9887,Plum Apricot Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Plum Apricot Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Plum Apricot Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126930,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126930-plum-apricot-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/plum-apricot-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-9887-12oz|NF-9887-6oz,9.59|5.29,0.90|0.50
NF-10332,Praline Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Praline Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Praline Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126931,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126931-praline-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/praline-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-10332-12oz|NF-10332-6oz,9.59|5.29,0.90|0.50
NF-9843,Purple Carrot Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Purple Carrot Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Purple Carrot Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126932,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126932-purple-carrot-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/purple-carrot-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-9843-12oz|NF-9843-6oz,9.59|5.29,0.90|0.50
NF-31016221,Quinine Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Quinine Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Quinine Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126933,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126933-quinine-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/quinine-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-31016221-12oz|NF-31016221-6oz,9.59|5.29,0.90|0.50
NF-10333,Raisin Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Raisin Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Raisin Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126934,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126934-raisin-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/raisin-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-10333-12oz|NF-10333-6oz,9.59|5.29,0.90|0.50
NF-31016103,Ranch Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Ranch Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Ranch Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126935,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126935-ranch-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/ranch-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-31016103-12oz|NF-31016103-6oz,9.59|5.29,0.90|0.50
NF-9888,Red Licorice Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Red Licorice Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Red Licorice Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126937,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126937-red-licorice-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/red-licorice-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-9888-12oz|NF-9888-6oz,9.59|5.29,0.90|0.50
NF-9844,Rosemary Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Rosemary Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Rosemary Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126938,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126938-rosemary-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/rosemary-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-9844-12oz|NF-9844-6oz,9.59|5.29,0.90|0.50
NF-31016225,Rum Raisin Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Rum Raisin Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Rum Raisin Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126939,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126939-rum-raisin-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/rum-raisin-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-31016225-12oz|NF-31016225-6oz,9.59|5.29,0.90|0.50
NF-10297,Sage Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Sage Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Sage Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126940,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126940-sage-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/sage-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-10297-12oz|NF-10297-6oz,9.59|5.29,0.90|0.50
NF-9884,Sarsaparilla Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Sarsaparilla Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Sarsaparilla Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126941,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126941-sarsaparilla-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/sarsaparilla-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-9884-12oz|NF-9884-6oz,9.59|5.29,0.90|0.50
NF-9885,Sassafras Cotton Candy (Ready to Eat),<p>*safrole free sassafras<br /><br />Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Sassafras Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Sassafras Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126942,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126942-sassafras-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/sassafras-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-9885-12oz|NF-9885-6oz,9.59|5.29,0.90|0.50
NF-10278,Savory Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Savory Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Savory Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126943,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126943-savory-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/savory-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-10278-12oz|NF-10278-6oz,9.59|5.29,0.90|0.50
NF-10196,Sesame Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Sesame Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Sesame Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126944,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126944-sesame-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/sesame-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-10196-12oz|NF-10196-6oz,9.59|5.29,0.90|0.50
NF-9845,Smore Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Smore Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Smore Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126945,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126945-smore-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/smore-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-9845-12oz|NF-9845-6oz,9.59|5.29,0.90|0.50
NF-9847,Sour Apple Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Sour Apple Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Sour Apple Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126946,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126946-sour-apple-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/sour-apple-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-9847-12oz|NF-9847-6oz,9.59|5.29,0.90|0.50
NF-10334,Spearmint Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Spearmint Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Spearmint Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126947,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126947-spearmint-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/spearmint-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-10334-12oz|NF-10334-6oz,9.59|5.29,0.90|0.50
NF-10298,Spice Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Spice Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Spice Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126948,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126948-spice-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/spice-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-10298-12oz|NF-10298-6oz,9.59|5.29,0.90|0.50
NF-9848,Spiced Apple Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Spiced Apple Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Spiced Apple Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126949,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126949-spiced-apple-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/spiced-apple-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-9848-12oz|NF-9848-6oz,9.59|5.29,0.90|0.50
NF-9886,Spiced Berry Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Spiced Berry Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Spiced Berry Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126950,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126950-spiced-berry-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/spiced-berry-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-9886-12oz|NF-9886-6oz,9.59|5.29,0.90|0.50
NF-10339,Star Anise Cotton Candy (Ready to Eat),<p>Please Note: The sizing of our cotton candy is based on the amount of sugar used for production. The post-production weight will be less than the selected sizing.</p>,01/06/2022,,9.59,Default,Star Anise Cotton Candy Floss (Pre Packaged),Flavor the way nature intended. Star Anise Cotton Candy Floss (Pre Packaged) is made with only the finest natural ingredients. Buy today!,126951,http://www.naturesflavors.com/pre-packaged-cotton-candy-floss/126951-star-anise-cotton-candy-ready-to-eat.html,Nature's Flavors,,PRODUCTS:-1>More Products:8>Cotton Candy:67>Pre Packaged Cotton Candy Floss:237|PRODUCTS:-1>More Products:8>Cotton Candy:67|PRODUCTS:-1>More Products:8,migration/images/products/star-anise-cotton-candy-ready-to-eat.jpg,"Choose your option:12 oz.,6 oz.",NF-10339-12oz|NF-10339-6oz,9.59|5.29,0.90|0.50
