SKU,Name,Description,Available_On,Discontinue_On,master_price,master_weight,shipping_category,meta_title,meta_description,old_product_id,old_product_url,products_stores,product_properties,taxons,images,variants,variant_sku,variant_price,variant_weight
NF-6098/ORG,"Peach Fragrance Oil (Oil Soluble), Organic","<p>Nature's Flavors Oil Soluble Fragrance Oils should NOT be used in any water based applications. For water based applications look for water soluble fragrance oils or emulsions like these. Starting usage levels range from about one to five percent. With cosmetics be sure and test the products in the soft skin portion of your arm around the elbow area to check for sensitivity if there are any signs of rash or itching than discontinue using these scents. When scenting candles, melt, and pour soaps, start with a a small amount as these oils are strong you can always add more. When making glycerin based soaps you should use the regular fragrance oils found in the aromatherapy section as these are more soluble in that application. You can use these oils to scent kerosene lanterns but use small amounts about 1 tsp per 8 ounces of kerosene. In massage oils use 2 two 3 drops per 8 ounces to start and work up from there to get to the desired level. We recommend you not use cinnamon or cherry on any application that touches human skin as irritation may occur. Nature's Flavors has created one of the largest collections of Oil Soluble Fragrances in the world. This vast selection of Fragrances is available for everyone from individuals, to fellow manufacturers. Since we make these fragrances right here in Orange, California, we can offer these superior fragrance oils at very competitive prices. We search the world over for the finest and most unusual ingredients to make these delicate scents. Many of these natural scents are formulated with essential oils and true flower essences such as gardenia, jasmine, and roses. As we continue to build Natures Fragrances, we will always keep an ear out for suggestions from our customers to help deliver the most diverse selection! We have been making Powdered, and Liquid - Water Soluble, and Liquid - Oil Soluble Fragrances for over twenty five years. Nature's Flavors Fragrances are heat stable and highly concentrated so a little goes a long way. Fragrance Oils are best used in applications where an oil soluble liquid fragrance is desired. For Water Based applications we recommend using our Water Soluble Fragrance Oils, instead of this Oil Soluble Fragrance. If you don't see a fragrance or flavor that you need you can request it. We continue to research and add fragrances and flavors based on your requests, so keep them coming! Ingredients: Natural and Organic Fragrance Compounds extracted in an Organic Vegetable Oil Base.<br/><br/><strong>How-To:<br/><a href=""https://blog.naturesflavors.com/peach-body-sugar-scrub/"">Peach Body Sugar Scrub</a></p>",01/06/2022,,15.8,,Default,Organic Peach Fragrance Oil (Oil Soluble),"Organic Peach Fragrance Oil (Vegan, Oil Soluble)  Natures Flavors  The finest organic and Natural ingredients. Buy Organic Peach Fragrance Oil (Vegan, Oil Soluble) online today.",68422,http://www.naturesflavors.com/organic-fragrance-oils/68422-peach-fragrance-oil-oil-soluble-organic.html,Nature's Flavors,Ingredient Statement:Organic Fragrance Oils Contain Organic Sunflower Oil and Natural Flavors for Fragrances,PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Fragrance Oils (Oil Soluble):265|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Essential Oils:264>Organic Essential Oils:12,migration/images/products/peach-fragrance-oil-oil-soluble-organic.jpg,"Choose your option:2 oz.,8 oz.,32 oz.,1 gal.,5 gal.",NF-6098/ORG-2oz|NF-6098/ORG-8oz|NF-6098/ORG-32oz|NF-6098/ORG-1gal|NF-6098/ORG-5gal,15.80|21.16|39.67|100.51|484.03,0.38|2.00|3.00|10.00|50.00
NF-7200/ORG,"Pear Fragrance Oil (Oil Soluble), Organic","<p>Nature's Flavors Oil Soluble Fragrance Oils should NOT be used in any water based applications. For water based applications look for water soluble fragrance oils or emulsions like these. Starting usage levels range from about one to five percent. With cosmetics be sure and test the products in the soft skin portion of your arm around the elbow area to check for sensitivity if there are any signs of rash or itching than discontinue using these scents. When scenting candles, melt, and pour soaps, start with a a small amount as these oils are strong you can always add more. When making glycerin based soaps you should use the regular fragrance oils found in the aromatherapy section as these are more soluble in that application. You can use these oils to scent kerosene lanterns but use small amounts about 1 tsp per 8 ounces of kerosene. In massage oils use 2 two 3 drops per 8 ounces to start and work up from there to get to the desired level. We recommend you not use cinnamon or cherry on any application that touches human skin as irritation may occur. Nature's Flavors has created one of the largest collections of Oil Soluble Fragrances in the world. This vast selection of Fragrances is available for everyone from individuals, to fellow manufacturers. Since we make these fragrances right here in Orange, California, we can offer these superior fragrance oils at very competitive prices. We search the world over for the finest and most unusual ingredients to make these delicate scents. Many of these natural scents are formulated with essential oils and true flower essences such as gardenia, jasmine, and roses. As we continue to build Natures Fragrances, we will always keep an ear out for suggestions from our customers to help deliver the most diverse selection! We have been making Powdered, and Liquid - Water Soluble, and Liquid - Oil Soluble Fragrances for over twenty five years. Nature's Flavors Fragrances are heat stable and highly concentrated so a little goes a long way. Fragrance Oils are best used in applications where an oil soluble liquid fragrance is desired. For Water Based applications we recommend using our Water Soluble Fragrance Oils, instead of this Oil Soluble Fragrance. If you don't see a fragrance or flavor that you need you can request it. We continue to research and add fragrances and flavors based on your requests, so keep them coming! Ingredients: Natural and Organic Fragrance Compounds extracted in an Organic Vegetable Oil Base.</p>",01/06/2022,,15.8,,Default,Organic Pear Fragrance Oil (Oil Soluble),"Organic Pear Fragrance Oil (Vegan, Oil Soluble)  Natures Flavors  The finest organic and Natural ingredients. Buy Organic Pear Fragrance Oil (Vegan, Oil Soluble) online today.",68423,http://www.naturesflavors.com/organic-fragrance-oils/68423-pear-fragrance-oil-oil-soluble-organic.html,Nature's Flavors,Ingredient Statement:Organic Fragrance Oils Contain Organic Sunflower Oil and Natural Flavors for Fragrances,PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Fragrance Oils (Oil Soluble):265|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Essential Oils:264>Organic Essential Oils:12,migration/images/products/pear-fragrance-oil-oil-soluble-organic.jpg,"Choose your option:2 oz.,8 oz.,32 oz.,1 gal.,5 gal.",NF-7200/ORG-2oz|NF-7200/ORG-8oz|NF-7200/ORG-32oz|NF-7200/ORG-1gal|NF-7200/ORG-5gal,15.80|21.16|39.67|99.19|482.71,0.38|2.00|3.00|10.00|50.00
NF-6963/ORG,"Peppermint Fragrance Oil (Oil Soluble), Organic","<p> Nature's Flavors Oil Soluble Fragrance Oils should NOT be used in any water based applications. For water based applications look for water soluble fragrance oils or emulsions like these. Starting usage levels range from about one to five percent. With cosmetics be sure and test the products in the soft skin portion of your arm around the elbow area to check for sensitivity if there are any signs of rash or itching than discontinue using these scents. When scenting candles, melt, and pour soaps, start with a a small amount as these oils are strong you can always add more. When making glycerin based soaps you should use the regular fragrance oils found in the aromatherapy section as these are more soluble in that application. You can use these oils to scent kerosene lanterns but use small amounts about 1 tsp per 8 ounces of kerosene. In massage oils use 2 two 3 drops per 8 ounces to start and work up from there to get to the desired level. We recommend you not use cinnamon or cherry on any application that touches human skin as irritation may occur. Nature's Flavors has created one of the largest collections of Oil Soluble Fragrances in the world. This vast selection of Fragrances is available for everyone from individuals, to fellow manufacturers. Since we make these fragrances right here in Orange, California, we can offer these superior fragrance oils at very competitive prices. We search the world over for the finest and most unusual ingredients to make these delicate scents. Many of these natural scents are formulated with essential oils and true flower essences such as gardenia, jasmine, and roses. As we continue to build Natures Fragrances, we will always keep an ear out for suggestions from our customers to help deliver the most diverse selection! We have been making Powdered, and Liquid - Water Soluble, and Liquid - Oil Soluble Fragrances for over twenty five years. Nature's Flavors Fragrances are heat stable and highly concentrated so a little goes a long way. Fragrance Oils are best used in applications where an oil soluble liquid fragrance is desired. For Water Based applications we recommend using our Water Soluble Fragrance Oils, instead of this Oil Soluble Fragrance. If you don't see a fragrance or flavor that you need you can request it. We continue to research and add fragrances and flavors based on your requests, so keep them coming! Ingredients: Natural and Organic Fragrance Compounds extracted in an Organic Vegetable Oil Base.</p>",01/06/2022,,15.8,,Default,Organic Peppermint Fragrance Oil (Oil Soluble),"Organic Peppermint Fragrance Oil (Vegan, Oil Soluble)  Natures Flavors  The finest organic and Natural ingredients. Buy Organic Peppermint Fragrance Oil (Vegan, Oil Soluble) online today.",68424,http://www.naturesflavors.com/organic-fragrance-oils/68424-peppermint-fragrance-oil-oil-soluble-organic.html,Nature's Flavors,Ingredient Statement:Organic Fragrance Oils Contain Organic Sunflower Oil and Natural Flavors for Fragrances,PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Fragrance Oils (Oil Soluble):265|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Essential Oils:264>Organic Essential Oils:12,migration/images/products/peppermint-fragrance-oil-oil-soluble-organic.jpg,"Choose your option:2 oz.,8 oz.,32 oz.,1 gal.,5 gal.",NF-6963/ORG-2oz|NF-6963/ORG-8oz|NF-6963/ORG-32oz|NF-6963/ORG-1gal|NF-6963/ORG-5gal,15.80|21.16|39.67|99.19|482.71,0.38|2.00|3.00|10.00|50.00
NF-6118/ORG,"Christmas Pine Fragrance Oil (Oil Soluble), Organic","<p>Nature's Flavors Oil Soluble Fragrance Oils should NOT be used in any water based applications. For water based applications look for water soluble fragrance oils or emulsions like these. Starting usage levels range from about one to five percent. With cosmetics be sure and test the products in the soft skin portion of your arm around the elbow area to check for sensitivity if there are any signs of rash or itching than discontinue using these scents. When scenting candles, melt, and pour soaps, start with a a small amount as these oils are strong you can always add more. When making glycerin based soaps you should use the regular fragrance oils found in the aromatherapy section as these are more soluble in that application. You can use these oils to scent kerosene lanterns but use small amounts about 1 tsp per 8 ounces of kerosene. In massage oils use 2 two 3 drops per 8 ounces to start and work up from there to get to the desired level. We recommend you not use cinnamon or cherry on any application that touches human skin as irritation may occur. Nature's Flavors has created one of the largest collections of Oil Soluble Fragrances in the world. This vast selection of Fragrances is available for everyone from individuals, to fellow manufacturers. Since we make these fragrances right here in Orange, California, we can offer these superior fragrance oils at very competitive prices. We search the world over for the finest and most unusual ingredients to make these delicate scents. Many of these natural scents are formulated with essential oils and true flower essences such as gardenia, jasmine, and roses. As we continue to build Natures Fragrances, we will always keep an ear out for suggestions from our customers to help deliver the most diverse selection! We have been making Powdered, and Liquid - Water Soluble, and Liquid - Oil Soluble Fragrances for over twenty five years. Nature's Flavors Fragrances are heat stable and highly concentrated so a little goes a long way. Fragrance Oils are best used in applications where an oil soluble liquid fragrance is desired. For Water Based applications we recommend using our Water Soluble Fragrance Oils, instead of this Oil Soluble Fragrance. If you don't see a fragrance or flavor that you need you can request it. We continue to research and add fragrances and flavors based on your requests, so keep them coming! Ingredients: Natural and Organic Fragrance Compounds extracted in an Organic Vegetable Oil Base.</p>",01/06/2022,,15.8,,Default,Organic Christmas Pine Fragrance Oil,"Organic Christmas Pine Fragrance Oil (Vegan, Oil Soluble)  Natures Flavors  The finest organic and Natural ingredients. Buy Organic Pine Fragrance Oil (Vegan, Oil Soluble) online today.",68425,http://www.naturesflavors.com/organic-fragrance-oils/68425-christmas-pine-fragrance-oil-oil-soluble-organic.html,Nature's Flavors,Ingredient Statement:Organic Fragrance Oils Contain Organic Sunflower Oil and Natural Flavors for Fragrances,PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Fragrance Oils (Oil Soluble):265|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Essential Oils:264>Organic Essential Oils:12,migration/images/products/christmas-pine-fragrance-oil-oil-soluble-organic.jpg,"Choose your option:2 oz.,8 oz.,32 oz.,1 gal.,5 gal.",NF-6118/ORG-2oz|NF-6118/ORG-8oz|NF-6118/ORG-32oz|NF-6118/ORG-1gal|NF-6118/ORG-5gal,15.80|21.16|39.67|99.19|482.71,0.38|2.00|3.00|10.00|50.00
NF-6208/ORG,"Pineapple Fragrance Oil with Floral Notes (Oil Soluble), Organic","<p>Nature's Flavors Oil Soluble Fragrance Oils should NOT be used in any water based applications. For water based applications look for water soluble fragrance oils or emulsions like these. Starting usage levels range from about one to five percent. With cosmetics be sure and test the products in the soft skin portion of your arm around the elbow area to check for sensitivity if there are any signs of rash or itching than discontinue using these scents. When scenting candles, melt, and pour soaps, start with a a small amount as these oils are strong you can always add more. When making glycerin based soaps you should use the regular fragrance oils found in the aromatherapy section as these are more soluble in that application. You can use these oils to scent kerosene lanterns but use small amounts about 1 tsp per 8 ounces of kerosene. In massage oils use 2 two 3 drops per 8 ounces to start and work up from there to get to the desired level. We recommend you not use cinnamon or cherry on any application that touches human skin as irritation may occur. Nature's Flavors has created one of the largest collections of Oil Soluble Fragrances in the world. This vast selection of Fragrances is available for everyone from individuals, to fellow manufacturers. Since we make these fragrances right here in Orange, California, we can offer these superior fragrance oils at very competitive prices. We search the world over for the finest and most unusual ingredients to make these delicate scents. Many of these natural scents are formulated with essential oils and true flower essences such as gardenia, jasmine, and roses. As we continue to build Natures Fragrances, we will always keep an ear out for suggestions from our customers to help deliver the most diverse selection! We have been making Powdered, and Liquid - Water Soluble, and Liquid - Oil Soluble Fragrances for over twenty five years. Nature's Flavors Fragrances are heat stable and highly concentrated so a little goes a long way. Fragrance Oils are best used in applications where an oil soluble liquid fragrance is desired. For Water Based applications we recommend using our Water Soluble Fragrance Oils, instead of this Oil Soluble Fragrance. If you don't see a fragrance or flavor that you need you can request it. We continue to research and add fragrances and flavors based on your requests, so keep them coming! Ingredients: Natural and Organic Fragrance Compounds extracted in an Organic Vegetable Oil Base.</p>",01/06/2022,,15.8,,Default,Organic Pineapple Fragrance Oil with Floral Notes (Oil Soluble),"Organic Pineapple Fragrance Oil with Floral Notes (Vegan, Oil Soluble)  Natures Flavors  The finest organic and Natural ingredients. Buy Organic Pineapple Fragrance Oil with Floral Notes (Vegan, Oil Soluble) online today.",68426,http://www.naturesflavors.com/organic-fragrance-oils/68426-pineapple-fragrance-oil-with-floral-notes-oil-soluble-organic.html,Nature's Flavors,Ingredient Statement:Organic Fragrance Oils Contain Organic Sunflower Oil and Natural Flavors for Fragrances,PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Fragrance Oils (Oil Soluble):265|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Essential Oils:264>Organic Essential Oils:12,migration/images/products/pineapple-fragrance-oil-with-floral-notes-oil-soluble-organic.jpg,"Choose your option:2 oz.,8 oz.,32 oz.,1 gal.,5 gal.",NF-6208/ORG-2oz|NF-6208/ORG-8oz|NF-6208/ORG-32oz|NF-6208/ORG-1gal|NF-6208/ORG-5gal,15.80|21.16|39.67|99.19|482.71,0.38|2.00|3.00|10.00|50.00
NF-6813/ORG,"Plumeria Fragrance Oil (Oil Soluble), Organic","<p>Nature's Flavors Oil Soluble Fragrance Oils should NOT be used in any water based applications. For water based applications look for water soluble fragrance oils or emulsions like these. Starting usage levels range from about one to five percent. With cosmetics be sure and test the products in the soft skin portion of your arm around the elbow area to check for sensitivity if there are any signs of rash or itching than discontinue using these scents. When scenting candles, melt, and pour soaps, start with a a small amount as these oils are strong you can always add more. When making glycerin based soaps you should use the regular fragrance oils found in the aromatherapy section as these are more soluble in that application. You can use these oils to scent kerosene lanterns but use small amounts about 1 tsp per 8 ounces of kerosene. In massage oils use 2 two 3 drops per 8 ounces to start and work up from there to get to the desired level. We recommend you not use cinnamon or cherry on any application that touches human skin as irritation may occur. Nature's Flavors has created one of the largest collections of Oil Soluble Fragrances in the world. This vast selection of Fragrances is available for everyone from individuals, to fellow manufacturers. Since we make these fragrances right here in Orange, California, we can offer these superior fragrance oils at very competitive prices. We search the world over for the finest and most unusual ingredients to make these delicate scents. Many of these natural scents are formulated with essential oils and true flower essences such as gardenia, jasmine, and roses. As we continue to build Natures Fragrances, we will always keep an ear out for suggestions from our customers to help deliver the most diverse selection! We have been making Powdered, and Liquid - Water Soluble, and Liquid - Oil Soluble Fragrances for over twenty five years. Nature's Flavors Fragrances are heat stable and highly concentrated so a little goes a long way. Fragrance Oils are best used in applications where an oil soluble liquid fragrance is desired. For Water Based applications we recommend using our Water Soluble Fragrance Oils, instead of this Oil Soluble Fragrance. If you don't see a fragrance or flavor that you need you can request it. We continue to research and add fragrances and flavors based on your requests, so keep them coming! Ingredients: Natural and Organic Fragrance Compounds extracted in an Organic Vegetable Oil Base.</p>",01/06/2022,,15.8,,Default,Organic Plumeria Fragrance Oil (Oil Soluble),"Organic Plumeria Fragrance Oil (Vegan, Oil Soluble)  Natures Flavors  The finest organic and Natural ingredients. Buy Organic Plumeria Fragrance Oil (Vegan, Oil Soluble) online today.",68427,http://www.naturesflavors.com/organic-fragrance-oils/68427-plumeria-fragrance-oil-oil-soluble-organic.html,Nature's Flavors,Ingredient Statement:Organic Fragrance Oils Contain Organic Sunflower Oil and Natural Flavors for Fragrances,PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Fragrance Oils (Oil Soluble):265|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Essential Oils:264>Organic Essential Oils:12,migration/images/products/plumeria-fragrance-oil-oil-soluble-organic.jpg,"Choose your option:2 oz.,8 oz.,32 oz.,1 gal.,5 gal.",NF-6813/ORG-2oz|NF-6813/ORG-8oz|NF-6813/ORG-32oz|NF-6813/ORG-1gal|NF-6813/ORG-5gal,15.80|21.16|39.67|99.19|482.71,0.38|2.00|3.00|10.00|50.00
NF-6110/ORG,"Polynesian Orchid Fragrance Oil (Oil Soluble), Organic","<p>Nature's Flavors Oil Soluble Fragrance Oils should NOT be used in any water based applications. For water based applications look for water soluble fragrance oils or emulsions like these. Starting usage levels range from about one to five percent. With cosmetics be sure and test the products in the soft skin portion of your arm around the elbow area to check for sensitivity if there are any signs of rash or itching than discontinue using these scents. When scenting candles, melt, and pour soaps, start with a a small amount as these oils are strong you can always add more. When making glycerin based soaps you should use the regular fragrance oils found in the aromatherapy section as these are more soluble in that application. You can use these oils to scent kerosene lanterns but use small amounts about 1 tsp per 8 ounces of kerosene. In massage oils use 2 two 3 drops per 8 ounces to start and work up from there to get to the desired level. We recommend you not use cinnamon or cherry on any application that touches human skin as irritation may occur. Nature's Flavors has created one of the largest collections of Oil Soluble Fragrances in the world. This vast selection of Fragrances is available for everyone from individuals, to fellow manufacturers. Since we make these fragrances right here in Orange, California, we can offer these superior fragrance oils at very competitive prices. We search the world over for the finest and most unusual ingredients to make these delicate scents. Many of these natural scents are formulated with essential oils and true flower essences such as gardenia, jasmine, and roses. As we continue to build Natures Fragrances, we will always keep an ear out for suggestions from our customers to help deliver the most diverse selection! We have been making Powdered, and Liquid - Water Soluble, and Liquid - Oil Soluble Fragrances for over twenty five years. Nature's Flavors Fragrances are heat stable and highly concentrated so a little goes a long way. Fragrance Oils are best used in applications where an oil soluble liquid fragrance is desired. For Water Based applications we recommend using our Water Soluble Fragrance Oils, instead of this Oil Soluble Fragrance. If you don't see a fragrance or flavor that you need you can request it. We continue to research and add fragrances and flavors based on your requests, so keep them coming! Ingredients: Natural and Organic Fragrance Compounds extracted in an Organic Vegetable Oil Base.</p>",01/06/2022,,15.8,,Default,Organic Polynesian Orchid Fragrance Oil (Oil Soluble),"Organic Polynesian Orchid Fragrance Oil (Vegan, Oil Soluble)  Natures Flavors  The finest organic and Natural ingredients. Buy Organic Polynesian Orchid Fragrance Oil (Vegan, Oil Soluble) online today.",68428,http://www.naturesflavors.com/organic-fragrance-oils/68428-polynesian-orchid-fragrance-oil-oil-soluble-organic.html,Nature's Flavors,Ingredient Statement:Organic Fragrance Oils Contain Organic Sunflower Oil and Natural Flavors for Fragrances,PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Fragrance Oils (Oil Soluble):265|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Essential Oils:264>Organic Essential Oils:12,migration/images/products/polynesian-orchid-fragrance-oil-oil-soluble-organic.jpg,"Choose your option:2 oz.,8 oz.,32 oz.,1 gal.,5 gal.",NF-6110/ORG-2oz|NF-6110/ORG-8oz|NF-6110/ORG-32oz|NF-6110/ORG-1gal|NF-6110/ORG-5gal,15.80|21.16|39.67|99.19|482.71,0.38|2.00|3.00|10.00|50.00
NF-6274/ORG,"Pomegranate Fragrance Oil (Oil Soluble), Organic","<p>Nature's Flavors Oil Soluble Fragrance Oils should NOT be used in any water based applications. For water based applications look for water soluble fragrance oils or emulsions like these. Starting usage levels range from about one to five percent. With cosmetics be sure and test the products in the soft skin portion of your arm around the elbow area to check for sensitivity if there are any signs of rash or itching than discontinue using these scents. When scenting candles, melt, and pour soaps, start with a a small amount as these oils are strong you can always add more. When making glycerin based soaps you should use the regular fragrance oils found in the aromatherapy section as these are more soluble in that application. You can use these oils to scent kerosene lanterns but use small amounts about 1 tsp per 8 ounces of kerosene. In massage oils use 2 two 3 drops per 8 ounces to start and work up from there to get to the desired level. We recommend you not use cinnamon or cherry on any application that touches human skin as irritation may occur. Nature's Flavors has created one of the largest collections of Oil Soluble Fragrances in the world. This vast selection of Fragrances is available for everyone from individuals, to fellow manufacturers. Since we make these fragrances right here in Orange, California, we can offer these superior fragrance oils at very competitive prices. We search the world over for the finest and most unusual ingredients to make these delicate scents. Many of these natural scents are formulated with essential oils and true flower essences such as gardenia, jasmine, and roses. As we continue to build Natures Fragrances, we will always keep an ear out for suggestions from our customers to help deliver the most diverse selection! We have been making Powdered, and Liquid - Water Soluble, and Liquid - Oil Soluble Fragrances for over twenty five years. Nature's Flavors Fragrances are heat stable and highly concentrated so a little goes a long way. Fragrance Oils are best used in applications where an oil soluble liquid fragrance is desired. For Water Based applications we recommend using our Water Soluble Fragrance Oils, instead of this Oil Soluble Fragrance. If you don't see a fragrance or flavor that you need you can request it. We continue to research and add fragrances and flavors based on your requests, so keep them coming! Ingredients: Natural and Organic Fragrance Compounds extracted in an Organic Vegetable Oil Base.</p>",01/06/2022,,15.8,,Default,Organic Pomegranate Fragrance Oil (Oil Soluble),"Organic Pomegranate Fragrance Oil (Vegan, Oil Soluble)  Natures Flavors  The finest organic and Natural ingredients. Buy Organic Pomegranate Fragrance Oil (Vegan, Oil Soluble) online today.",68429,http://www.naturesflavors.com/organic-fragrance-oils/68429-pomegranate-fragrance-oil-oil-soluble-organic.html,Nature's Flavors,Ingredient Statement:Organic Fragrance Oils Contain Organic Sunflower Oil and Natural Flavors for Fragrances,PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Fragrance Oils (Oil Soluble):265|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Essential Oils:264>Organic Essential Oils:12,migration/images/products/pomegranate-fragrance-oil-oil-soluble-organic.jpg,"Choose your option:2 oz.,8 oz.,32 oz.,1 gal.,5 gal.",NF-6274/ORG-2oz|NF-6274/ORG-8oz|NF-6274/ORG-32oz|NF-6274/ORG-1gal|NF-6274/ORG-5gal,15.80|21.16|39.67|99.19|482.71,0.38|2.00|3.00|10.00|50.00
NF-8562/ORG,"Pumpkin Fragrance Oil (Oil Soluble), Organic",,01/06/2022,,15.8,,Default,Organic Pumpkin Fragrance Oil Organic (Oil Soluble),"Organic Pumpkin Fragrance Oil Organic (Vegan, Oil Soluble)  Natures Flavors  The finest organic and Natural ingredients. Buy Organic Pumpkin Fragrance Oil Organic (Vegan, Oil Soluble) online today.",68430,http://www.naturesflavors.com/organic-fragrance-oils/68430-pumpkin-fragrance-oil-oil-soluble-organic.html,Nature's Flavors,Ingredient Statement:Organic Fragrance Oils Contain Organic Sunflower Oil and Natural Flavors for Fragrances,PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fall:321|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Fragrance Oils (Oil Soluble):265|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Essential Oils:264>Organic Essential Oils:12,migration/images/products/pumpkin-fragrance-oil-oil-soluble-organic.jpg,"Choose your option:2 oz.,8 oz.,32 oz.,1 gal.,5 gal.",NF-8562/ORG-2oz|NF-8562/ORG-8oz|NF-8562/ORG-32oz|NF-8562/ORG-1gal|NF-8562/ORG-5gal,15.80|21.16|39.67|99.19|482.71,0.38|2.00|3.00|10.00|50.00
NF-6733/ORG,"Red Ginger Fragrance Oil with Floral Notes (Oil Soluble), Organic","<p>Nature's Flavors Oil Soluble Fragrance Oils should NOT be used in any water based applications. For water based applications look for water soluble fragrance oils or emulsions like these. Starting usage levels range from about one to five percent. With cosmetics be sure and test the products in the soft skin portion of your arm around the elbow area to check for sensitivity if there are any signs of rash or itching than discontinue using these scents. When scenting candles, melt, and pour soaps, start with a a small amount as these oils are strong you can always add more. When making glycerin based soaps you should use the regular fragrance oils found in the aromatherapy section as these are more soluble in that application. You can use these oils to scent kerosene lanterns but use small amounts about 1 tsp per 8 ounces of kerosene. In massage oils use 2 two 3 drops per 8 ounces to start and work up from there to get to the desired level. We recommend you not use cinnamon or cherry on any application that touches human skin as irritation may occur. Nature's Flavors has created one of the largest collections of Oil Soluble Fragrances in the world. This vast selection of Fragrances is available for everyone from individuals, to fellow manufacturers. Since we make these fragrances right here in Orange, California, we can offer these superior fragrance oils at very competitive prices. We search the world over for the finest and most unusual ingredients to make these delicate scents. Many of these natural scents are formulated with essential oils and true flower essences such as gardenia, jasmine, and roses. As we continue to build Natures Fragrances, we will always keep an ear out for suggestions from our customers to help deliver the most diverse selection! We have been making Powdered, and Liquid - Water Soluble, and Liquid - Oil Soluble Fragrances for over twenty five years. Nature's Flavors Fragrances are heat stable and highly concentrated so a little goes a long way. Fragrance Oils are best used in applications where an oil soluble liquid fragrance is desired. For Water Based applications we recommend using our Water Soluble Fragrance Oils, instead of this Oil Soluble Fragrance. If you don't see a fragrance or flavor that you need you can request it. We continue to research and add fragrances and flavors based on your requests, so keep them coming! Ingredients: Natural and Organic Fragrance Compounds extracted in an Organic Vegetable Oil Base.</p>",01/06/2022,,15.8,,Default,Organic Red Ginger Fragrance Oil with Floral Notes (Oil Soluble),"Organic Red Ginger Fragrance Oil with Floral Notes (Vegan, Oil Soluble)  Natures Flavors  The finest organic and Natural ingredients. Buy Organic Red Ginger Fragrance Oil with Floral Notes (Vegan, Oil Soluble) online today.",68431,http://www.naturesflavors.com/organic-fragrance-oils/68431-red-ginger-fragrance-oil-with-floral-notes-oil-soluble-organic.html,Nature's Flavors,Ingredient Statement:Organic Fragrance Oils Contain Organic Sunflower Oil and Natural Flavors for Fragrances,PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Fragrance Oils (Oil Soluble):265|PRODUCTS:-1>Fragrances:260>Fragrance Oils:261>Organic Fragrance Oils:166|PRODUCTS:-1>Fragrances:260>Essential Oils:264>Organic Essential Oils:12,migration/images/products/red-ginger-fragrance-oil-with-floral-notes-oil-soluble-organic.jpg,"Choose your option:2 oz.,8 oz.,32 oz.,1 gal.,5 gal.",NF-6733/ORG-2oz|NF-6733/ORG-8oz|NF-6733/ORG-32oz|NF-6733/ORG-1gal|NF-6733/ORG-5gal,15.80|21.16|39.67|99.19|482.71,0.38|2.00|3.00|10.00|50.00
