SKU,Name,Description,Available_On,Discontinue_On,master_price,shipping_category,meta_title,meta_description,old_product_id,old_product_url,products_stores,product_properties,taxons,images,variants,variant_sku,variant_price,variant_weight
NF-1424/NATI,"Kiwi Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Kiwi Italian Soda Syrup,"Kiwi Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Kiwi Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65055,http://www.naturesflavors.com/italian-soda-syrups/65055-kiwi-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/kiwi-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-1424/NATI-4gal|NF-1424/NATI-1gal|NF-1424/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-1425/NATI,"Lemon Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Lemon Italian Soda Syrup,"Lemon Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Lemon Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65057,http://www.naturesflavors.com/italian-soda-syrups/65057-lemon-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/lemon-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-1425/NATI-4gal|NF-1425/NATI-1gal|NF-1425/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-4553/NATI,"Lemon Lime Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Lemon Lime Italian Soda Syrup,"Lemon Lime Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free, Feingold Accepted)  Natures Flavors  The finest organic and Natural ingredients. Buy Lemon Lime Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free, Feingold Accepted) online today.",65059,http://www.naturesflavors.com/italian-soda-syrups/65059-lemon-lime-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/lemon-lime-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-4553/NATI-4gal|NF-4553/NATI-1gal|NF-4553/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-7952/NATI,"Lemon Meringue Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Lemon Meringue Italian Soda Syrup,"Lemon Meringue Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Lemon Meringue Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65061,http://www.naturesflavors.com/italian-soda-syrups/65061-lemon-meringue-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/lemon-meringue-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-7952/NATI-4gal|NF-7952/NATI-1gal|NF-7952/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-4341/NATI,"Lemonade Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Lemonade Italian Soda Syrup,"Lemonade Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Lemonade Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65063,http://www.naturesflavors.com/italian-soda-syrups/65063-lemonade-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/lemonade-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-4341/NATI-4gal|NF-4341/NATI-1gal|NF-4341/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-7953/NATI,"Licorice Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Licorice Italian Soda Syrup,"Licorice Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Licorice Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65065,http://www.naturesflavors.com/italian-soda-syrups/65065-licorice-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/licorice-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-7953/NATI-4gal|NF-7953/NATI-1gal|NF-7953/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-1426/NATI,"Lime Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Lime Italian Soda Syrup,"Lime Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Lime Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65067,http://www.naturesflavors.com/italian-soda-syrups/65067-lime-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/lime-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-1426/NATI-4gal|NF-1426/NATI-1gal|NF-1426/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-7954/NATI,"Mai-Tai Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Mai-Tai Italian Soda Syrup,"Mai-Tai Flavored Italian Soda Syrup (Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Mai-Tai Flavored Italian Soda Syrup (Vegan, Gluten Free) online today.",65069,http://www.naturesflavors.com/italian-soda-syrups/65069-mai-tai-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/mai-tai-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-7954/NATI-4gal|NF-7954/NATI-1gal|NF-7954/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-5464/NATI,"Mandarin Orange Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Mandarin Orange Italian Soda Syrup,"Mandarin Orange Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Mandarin Orange Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65071,http://www.naturesflavors.com/italian-soda-syrups/65071-mandarin-orange-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/mandarin-orange-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-5464/NATI-4gal|NF-5464/NATI-1gal|NF-5464/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-4699/NATI,"Mango Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Mango Italian Soda Syrup,"Mango Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Mango Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65073,http://www.naturesflavors.com/italian-soda-syrups/65073-mango-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/mango-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-4699/NATI-4gal|NF-4699/NATI-1gal|NF-4699/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-4315/NATI,"Maraschino Cherry Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Maraschino Cherry Italian Soda Syrup,"Maraschino Cherry Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Maraschino Cherry Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65075,http://www.naturesflavors.com/italian-soda-syrups/65075-maraschino-cherry-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/maraschino-cherry-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-4315/NATI-4gal|NF-4315/NATI-1gal|NF-4315/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-4567/NATI,"Orange Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Orange Italian Soda Syrup,"Orange Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Orange Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65077,http://www.naturesflavors.com/italian-soda-syrups/65077-orange-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/orange-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-4567/NATI-4gal|NF-4567/NATI-1gal|NF-4567/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-2769/NATI,"Papaya Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Papaya Italian Soda Syrup,"Papaya Flavored Italian Soda Syrup (Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Papaya Flavored Italian Soda Syrup (Vegan, Gluten Free) online today.",65079,http://www.naturesflavors.com/italian-soda-syrups/65079-papaya-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/papaya-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-2769/NATI-4gal|NF-2769/NATI-1gal|NF-2769/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-1417/NATI,"Passion Fruit Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Passion Fruit Italian Soda Syrup,"Passion Fruit Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Passion Fruit Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65081,http://www.naturesflavors.com/italian-soda-syrups/65081-passion-fruit-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/passion-fruit-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-1417/NATI-4gal|NF-1417/NATI-1gal|NF-1417/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-5567/NATI,"Peach Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Peach Italian Soda Syrup,"Peach Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Peach Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65083,http://www.naturesflavors.com/italian-soda-syrups/65083-peach-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/peach-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-5567/NATI-4gal|NF-5567/NATI-1gal|NF-5567/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-2114/NATI,"Pecan Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Pecan Italian Soda Syrup,"Pecan Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Pecan Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65085,http://www.naturesflavors.com/italian-soda-syrups/65085-pecan-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/pecan-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-2114/NATI-4gal|NF-2114/NATI-1gal|NF-2114/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-1410/NATI,"Peppermint Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Peppermint Italian Soda Syrup,"Peppermint Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Peppermint Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65087,http://www.naturesflavors.com/italian-soda-syrups/65087-peppermint-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/peppermint-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-1410/NATI-4gal|NF-1410/NATI-1gal|NF-1410/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-2081/NATI,"Piña Colada Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Piña Colada Italian Soda Syrup,"Piña Colada Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and natural ingredients. Buy Piña Colada Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65090,http://www.naturesflavors.com/italian-soda-syrups/65090-pina-colada-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/pina-colada-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-2081/NATI-4gal|NF-2081/NATI-1gal|NF-2081/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-1411/NATI,"Pineapple Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Pineapple Italian Soda Syrup,"Pineapple Flavored Italian Soda Syrup (Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Pineapple Flavored Italian Soda Syrup (Vegan, Gluten Free) online today.",65092,http://www.naturesflavors.com/italian-soda-syrups/65092-pineapple-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/pineapple-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-1411/NATI-4gal|NF-1411/NATI-1gal|NF-1411/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-2332/NATI,"Pink Bubble Gum Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Pink Bubble Gum Italian Soda Syrup,"Pink Bubble Gum Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Pink Bubble Gum Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65094,http://www.naturesflavors.com/italian-soda-syrups/65094-pink-bubble-gum-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/pink-bubble-gum-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-2332/NATI-4gal|NF-2332/NATI-1gal|NF-2332/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-4636/NATI,"Pink Lemonade Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Pink Lemonade Italian Soda Syrup,"Pink Lemonade Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Pink Lemonade Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65096,http://www.naturesflavors.com/italian-soda-syrups/65096-pink-lemonade-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/pink-lemonade-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-4636/NATI-4gal|NF-4636/NATI-1gal|NF-4636/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-2054/NATI,"Plum Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Plum Italian Soda Syrup,"Plum Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Plum Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65098,http://www.naturesflavors.com/italian-soda-syrups/65098-plum-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/plum-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-2054/NATI-4gal|NF-2054/NATI-1gal|NF-2054/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-1408/NATI,"Praline Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Praline Italian Soda Syrup,"Praline Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Praline Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65100,http://www.naturesflavors.com/italian-soda-syrups/65100-praline-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/praline-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-1408/NATI-4gal|NF-1408/NATI-1gal|NF-1408/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-4352/NATI,"Pumpkin Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Pumpkin Italian Soda Syrup,"Pumpkin Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Pumpkin Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65102,http://www.naturesflavors.com/italian-soda-syrups/65102-pumpkin-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/pumpkin-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-4352/NATI-4gal|NF-4352/NATI-1gal|NF-4352/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-2900/NATI,"Rainforest Herbal Blend Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Rainforest Herbal Blend Italian Soda Syrup,"Rainforest Herbal Blend Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free)  Natures Flavors  The finest organic and Natural ingredients. Buy Rainforest Herbal Blend Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free) online today.",65104,http://www.naturesflavors.com/italian-soda-syrups/65104-rainforest-herbal-blend-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/rainforest-herbal-blend-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-2900/NATI-4gal|NF-2900/NATI-1gal|NF-2900/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
NF-4342/NATI,"Raspberry Italian Soda Syrup, Natural",,01/06/2022,,119.03,Default,Raspberry Italian Soda Syrup,"Raspberry Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free, Feingold Accepted)  Natures Flavors  The finest organic and Natural ingredients. Buy Raspberry Flavored Italian Soda Syrup (Kosher, Vegan, Gluten Free, Feingold Accepted) online today.",65106,http://www.naturesflavors.com/italian-soda-syrups/65106-raspberry-italian-soda-syrup-natural.html,Nature's Flavors,,PRODUCTS:-1>Syrups:5>Italian Soda Syrups:115,migration/images/products/raspberry-italian-soda-syrup-natural.jpg,"Choose your option:4 gal.,1 gal.,32 oz.",NF-4342/NATI-4gal|NF-4342/NATI-1gal|NF-4342/NATI-32oz,119.03|30.76|14.67,50.00|15.00|7.00
